Year,Units,Country,Region,Sector performing research and development,Product groups of UK business performing research and development,Sector funding research and development,Sector funding research and development for business,Value
2012,Performing research and development,,,,Wholesale and retail trade,,,0.009460113
2012,Performing research and development,,,,Telecommunications,,,0.049865051
2012,Performing research and development,,,,Miscellaneous business activities; Technical testing and analysis,,,0.049238176
2012,Performing research and development,,,,Computer programming and information service activities,,,0.117795497
2012,Performing research and development,,,,Research and development services,,,0.027468519
2013,Performing research and development,,,,"Agriculture, hunting and forestry; Fishing",,,0.006756945
2013,Performing research and development,,,,Extractive Industries,,,0.011671088
2013,Performing research and development,,,,Food products and beverages; Tobacco products,,,0.024403183
2013,Performing research and development,,,,"Textiles, clothing and leather products",,,0.001228536
2013,Performing research and development,,,,"Pulp, paper and paper products; Printing; Wood and straw products",,,0.002680441
2013,Performing research and development,,,,Refined petroleum products and coke oven products,,,0.006142678
2013,Performing research and development,,,,Chemicals and chemical products,,,0.042105263
2013,Performing research and development,,,,Pharmaceuticals,,,0.225547955
2013,Performing research and development,,,,Rubber and plastic products,,,0.00552841
2013,Performing research and development,,,,Other nonmetallic mineral products,,,0.002624599
2013,Performing research and development,,,,Casting of iron and steel,,,0.001507748
2013,Performing research and development,,,,Nonferrous metals,,,0.003127181
2013,Performing research and development,,,,Fabricated metal products except machinery and equipment,,,0.006310205
2013,Performing research and development,,,,Machinery and equipment,,,0.058243753
2013,Performing research and development,,,,Computers and peripheral equipment,,,0.014519056
2013,Performing research and development,,,,Electrical equipment,,,0.022225325
2013,Performing research and development,,,,Consumer electronics and communication equipment,,,0.048973894
2013,Performing research and development,,,,Precision instruments and optical products; photographic equipment,,,0.034454837
2013,Performing research and development,,,,Motor vehicles and parts,,,0.117325143
2013,Performing research and development,,,,Other transport equipment,,,0.003573922
2013,Performing research and development,,,,Shipbuilding,,,0.013011308
2013,Performing research and development,,,,Aerospace,,,0.091525897
2013,Performing research and development,,,,Other manufactured goods,,,0.009772442
2013,Performing research and development,,,,"Sewerage, waste management, remediation activities",,,0.000949323
2013,Performing research and development,,,,"Electricity, gas and water supply",,,0.00686863
2013,Performing research and development,,,,Construction,,,0.00508167
2013,Performing research and development,,,,Wholesale and retail trade,,,0.009325702
2013,Performing research and development,,,,"Transport and storage, incl. postal and courier activities",,,0.001954488
2013,Performing research and development,,,,Telecommunications,,,0.04690772
2013,Performing research and development,,,,Miscellaneous business activities; Technical testing and analysis,,,0.055507469
2013,Performing research and development,,,,Computer programming and information service activities,,,0.11040067
2013,Performing research and development,,,,Research and development services,,,0.043110429
2013,Performing research and development,,,,Public administration,,,0.006310205
2014,Performing research and development,,,,"Agriculture, hunting and forestry; Fishing",,,0.007315313
2014,Performing research and development,,,,Extractive Industries,,,0.012463125
2014,Performing research and development,,,,Food products and beverages; Tobacco products,,,0.023354813
2014,Performing research and development,,,,"Textiles, clothing and leather products",,,0.001192125
2014,Performing research and development,,,,"Pulp, paper and paper products; Printing; Wood and straw products",,,0.002601
2014,Performing research and development,,,,Refined petroleum products and coke oven products,,,0.010241438
2014,Performing research and development,,,,Chemicals and chemical products,,,0.042483001
2014,Performing research and development,,,,Pharmaceuticals,,,0.208892819
2014,Performing research and development,,,,Rubber and plastic products,,,0.006881813
2014,Performing research and development,,,,Other nonmetallic mineral products,,,0.003359625
2014,Performing research and development,,,,Casting of iron and steel,,,0.002763563
2014,Performing research and development,,,,Nonferrous metals,,,0.00411825
2014,Performing research and development,,,,Fabricated metal products except machinery and equipment,,,0.005960625
2014,Performing research and development,,,,Machinery and equipment,,,0.054783564
2014,Performing research and development,,,,Computers and peripheral equipment,,,0.01495575
2014,Performing research and development,,,,Electrical equipment,,,0.024980438
2014,Performing research and development,,,,Consumer electronics and communication equipment,,,0.049419002
2014,Performing research and development,,,,Precision instruments and optical products; photographic equipment,,,0.036305626
2014,Performing research and development,,,,Motor vehicles and parts,,,0.132380067
2014,Performing research and development,,,,Other transport equipment,,,0.004226625
2014,Performing research and development,,,,Shipbuilding,,,0.014359688
2014,Performing research and development,,,,Aerospace,,,0.090276378
2014,Performing research and development,,,,Other manufactured goods,,,0.009916313
2014,Performing research and development,,,,"Sewerage, waste management, remediation activities",,,0.001029563
2014,Performing research and development,,,,"Electricity, gas and water supply",,,0.00801975
2014,Performing research and development,,,,Construction,,,0.008182313
2014,Performing research and development,,,,Wholesale and retail trade,,,0.012950813
2014,Performing research and development,,,,"Transport and storage, incl. postal and courier activities",,,0.002059125
2014,Performing research and development,,,,Telecommunications,,,0.052020002
2014,Performing research and development,,,,Miscellaneous business activities; Technical testing and analysis,,,0.06161119
2014,Performing research and development,,,,Computer programming and information service activities,,,0.120783941
2014,Performing research and development,,,,Research and development services,,,0.044271189
2014,Performing research and development,,,,Public administration,,,0.008561625
2015,Performing research and development,,,,"Agriculture, hunting and forestry; Fishing",,,0.007359415
2015,Performing research and development,,,,Extractive Industries,,,0.010906759
2015,Performing research and development,,,,Food products and beverages; Tobacco products,,,0.022448864
2015,Performing research and development,,,,"Textiles, clothing and leather products",,,0.001005963
2015,Performing research and development,,,,"Pulp, paper and paper products; Printing; Wood and straw products",,,0.002594326
2015,Performing research and development,,,,Refined petroleum products and coke oven products,,,0.009424287
2015,Performing research and development,,,,Chemicals and chemical products,,,0.044368274
2015,Performing research and development,,,,Pharmaceuticals,,,0.220517732
2015,Performing research and development,,,,Rubber and plastic products,,,0.007253524
2015,Performing research and development,,,,Other nonmetallic mineral products,,,0.002859053
2015,Performing research and development,,,,Casting of iron and steel,,,0.002117817
2015,Performing research and development,,,,Nonferrous metals,,,0.003282617
2015,Performing research and development,,,,Fabricated metal products except machinery and equipment,,,0.006512288
2015,Performing research and development,,,,Machinery and equipment,,,0.051145289
2015,Performing research and development,,,,Computers and peripheral equipment,,,0.016730757
2015,Performing research and development,,,,Electrical equipment,,,0.026155044
2015,Performing research and development,,,,Consumer electronics and communication equipment,,,0.052363034
2015,Performing research and development,,,,Precision instruments and optical products; photographic equipment,,,0.034996932
2015,Performing research and development,,,,Motor vehicles and parts,,,0.148670778
2015,Performing research and development,,,,Other transport equipment,,,0.004923925
2015,Performing research and development,,,,Shipbuilding,,,0.01588363
2015,Performing research and development,,,,Aerospace,,,0.089954292
2015,Performing research and development,,,,Other manufactured goods,,,0.010112578
2015,Performing research and development,,,,"Sewerage, waste management, remediation activities",,,0.002223708
2015,Performing research and development,,,,"Electricity, gas and water supply",,,0.008206542
2015,Performing research and development,,,,Construction,,,0.008259488
2015,Performing research and development,,,,Wholesale and retail trade,,,0.011383268
2015,Performing research and development,,,,"Transport and storage, incl. postal and courier activities",,,0.00243549
2015,Performing research and development,,,,Telecommunications,,,0.042568129
2015,Performing research and development,,,,Miscellaneous business activities; Technical testing and analysis,,,0.060675467
2015,Performing research and development,,,,Computer programming and information service activities,,,0.12511006
2015,Performing research and development,,,,Research and development services,,,0.054427906
2015,Performing research and development,,,,Public administration,,,0.006935852
2016,Performing research and development,,,,"Agriculture, hunting and forestry; Fishing",,,0.006856078
2016,Performing research and development,,,,Extractive Industries,,,0.009660837
2016,Performing research and development,,,,Food products and beverages; Tobacco products,,,0.026177752
2016,Performing research and development,,,,"Textiles, clothing and leather products",,,0.00109074
2016,Performing research and development,,,,"Pulp, paper and paper products; Printing; Wood and straw products",,,0.003168339
2016,Performing research and development,,,,Refined petroleum products and coke oven products,,,0.007479358
2016,Performing research and development,,,,Chemicals and chemical products,,,0.052978784
2016,Performing research and development,,,,Pharmaceuticals,,,0.214096616
2016,Performing research and development,,,,Rubber and plastic products,,,0.009764717
2016,Performing research and development,,,,Other nonmetallic mineral products,,,0.003324159
2016,Performing research and development,,,,Casting of iron and steel,,,0.0015582
2016,Performing research and development,,,,Nonferrous metals,,,0.003895499
2016,Performing research and development,,,,Fabricated metal products except machinery and equipment,,,0.005765338
2016,Performing research and development,,,,Machinery and equipment,,,0.047369266
2016,Performing research and development,,,,Computers and peripheral equipment,,,0.017036315
2016,Performing research and development,,,,Electrical equipment,,,0.022126433
2016,Performing research and development,,,,Consumer electronics and communication equipment,,,0.043473767
2016,Performing research and development,,,,Precision instruments and optical products; photographic equipment,,,0.037708429
2016,Performing research and development,,,,Motor vehicles and parts,,,0.175037747
2016,Performing research and development,,,,Other transport equipment,,,0.004674599
2016,Performing research and development,,,,Shipbuilding,,,0.016361095
2016,Performing research and development,,,,Aerospace,,,0.09894567
2016,Performing research and development,,,,Other manufactured goods,,,0.008673977
2016,Performing research and development,,,,"Sewerage, waste management, remediation activities",,,0.001973719
2016,Performing research and development,,,,"Electricity, gas and water supply",,,0.006128918
2016,Performing research and development,,,,Construction,,,0.010959337
2016,Performing research and development,,,,Wholesale and retail trade,,,0.015997515
2016,Performing research and development,,,,"Transport and storage, incl. postal and courier activities",,,0.002233419
2016,Performing research and development,,,,Telecommunications,,,0.041396168
2016,Performing research and development,,,,Miscellaneous business activities; Technical testing and analysis,,,0.06684676
2016,Performing research and development,,,,Computer programming and information service activities,,,0.092505112
2016,Performing research and development,,,,Software development,,,0.038643348
2016,Performing research and development,,,,Research and development services,,,0.053082664
2016,Performing research and development,,,,Public administration,,,0.007375478
2004,Performing research and development,,,Government,,,,1.24522705
2004,Performing research and development,,,Research Councils,,,,0.076281076
2004,Performing research and development,,,Business,,,,0.057210807
2004,Performing research and development,,,Higher education,,,,0.778928214
2004,Performing research and development,,,Private non-profit,,,,0.307831052
2005,Performing research and development,,,Government,,,,1.319055598
2005,Performing research and development,,,Research Councils,,,,0.073870932
2005,Performing research and development,,,Business,,,,0.062712722
2005,Performing research and development,,,Higher education,,,,0.819501926
2005,Performing research and development,,,Private non-profit,,,,0.332956222
2006,Performing research and development,,,Government,,,,1.339095137
2006,Performing research and development,,,Research Councils,,,,0.072915544
2006,Performing research and development,,,Business,,,,0.061791847
2006,Performing research and development,,,Higher education,,,,0.82373599
2006,Performing research and development,,,Private non-profit,,,,0.35071678
2007,Performing research and development,,,Government,,,,1.405161019
2007,Performing research and development,,,Research Councils,,,,0.075105788
2007,Performing research and development,,,Business,,,,0.058832867
2007,Performing research and development,,,Higher education,,,,0.891938133
2007,Performing research and development,,,Private non-profit,,,,0.348160847
2008,Performing research and development,,,Government,,,,1.448934837
2008,Performing research and development,,,Research Councils,,,,0.077063096
2008,Performing research and development,,,Business,,,,0.059512376
2008,Performing research and development,,,Higher education,,,,0.904062163
2008,Performing research and development,,,Private non-profit,,,,0.374167627
2009,Performing research and development,,,Government,,,,1.529389372
2009,Performing research and development,,,Research Councils,,,,0.083892067
2009,Performing research and development,,,Business,,,,0.065454906
2009,Performing research and development,,,Higher education,,,,0.92675077
2009,Performing research and development,,,Private non-profit,,,,0.413553283
2010,Performing research and development,,,Government,,,,1.535646141
2010,Performing research and development,,,Research Councils,,,,0.080499236
2010,Performing research and development,,,Business,,,,0.066945793
2010,Performing research and development,,,Higher education,,,,0.941406883
2010,Performing research and development,,,Private non-profit,,,,0.40853949
2011,Performing research and development,,,Government,,,,1.587627471
2011,Performing research and development,,,Research Councils,,,,0.076397198
2011,Performing research and development,,,Business,,,,0.059857002
2011,Performing research and development,,,Higher education,,,,1.009298944
2011,Performing research and development,,,Private non-profit,,,,0.411596412
2012,Performing research and development,,,Government,,,,1.553339078
2012,Performing research and development,,,Research Councils,,,,0.079271184
2012,Performing research and development,,,Business,,,,0.045818858
2012,Performing research and development,,,Higher education,,,,0.992115053
2012,Performing research and development,,,Private non-profit,,,,0.406499895
2013,Performing research and development,,,Government,,,,1.620270836
2013,Performing research and development,,,Research Councils,,,,0.083931314
2013,Performing research and development,,,Business,,,,0.045455815
2013,Performing research and development,,,Higher education,,,,1.039620271
2013,Performing research and development,,,Private non-profit,,,,0.424012285
2014,Performing research and development,,,Government,,,,1.648004491
2014,Performing research and development,,,Research Councils,,,,0.075374815
2014,Performing research and development,,,Business,,,,0.044379564
2014,Performing research and development,,,Higher education,,,,1.073942097
2014,Performing research and development,,,Private non-profit,,,,0.424559076
2015,Performing research and development,,,Government,,,,1.674452293
2015,Performing research and development,,,Research Councils,,,,0.070099754
2015,Performing research and development,,,Business,,,,0.04092682
2015,Performing research and development,,,Higher education,,,,1.105765387
2015,Performing research and development,,,Private non-profit,,,,0.42403998
2004,Funding research and development,,,,,,,1.24522705
2004,Funding research and development,,,,,Government,,0.170894217
2004,Funding research and development,,,,,Research Councils,,0.128201421
2004,Funding research and development,,,,,Higher Education Funding Councils,,0.110976662
2004,Funding research and development,,,,,Business Enterprise,,0.54836251
2004,Funding research and development,,,,,Higher Education,,0.014087392
2004,Funding research and development,,,,,Private Non-Profit,,0.059117834
2004,Funding research and development,,,,,Overseas,,0.213587013
2005,Funding research and development,,,,,,,1.319055598
2005,Funding research and development,,,,,Government,,0.154186179
2005,Funding research and development,,,,,Research Councils,,0.153589483
2005,Funding research and development,,,,,Higher Education Funding Councils,,0.115042938
2005,Funding research and development,,,,,Business Enterprise,,0.571634517
2005,Funding research and development,,,,,Higher Education,,0.015872107
2005,Funding research and development,,,,,Private Non-Profit,,0.060982304
2005,Funding research and development,,,,,Overseas,,0.24774807
2006,Funding research and development,,,,,,,1.339095137
2006,Funding research and development,,,,,Government,,0.147403549
2006,Funding research and development,,,,,Research Councils,,0.157770135
2006,Funding research and development,,,,,Higher Education Funding Councils,,0.121428842
2006,Funding research and development,,,,,Business Enterprise,,0.604348725
2006,Funding research and development,,,,,Higher Education,,0.016772905
2006,Funding research and development,,,,,Private Non-Profit,,0.062665436
2006,Funding research and development,,,,,Overseas,,0.228705545
2007,Funding research and development,,,,,,,1.405161019
2007,Funding research and development,,,,,Government,,0.146854575
2007,Funding research and development,,,,,Research Councils,,0.144692439
2007,Funding research and development,,,,,Higher Education Funding Councils,,0.127110857
2007,Funding research and development,,,,,Business Enterprise,,0.655411799
2007,Funding research and development,,,,,Higher Education,,0.016159124
2007,Funding research and development,,,,,Private Non-Profit,,0.065603768
2007,Funding research and development,,,,,Overseas,,0.249328458
2008,Funding research and development,,,,,,,1.448934837
2008,Funding research and development,,,,,Government,,0.154526371
2008,Funding research and development,,,,,Research Councils,,0.158070816
2008,Funding research and development,,,,,Higher Education Funding Councils,,0.12731418
2008,Funding research and development,,,,,Business Enterprise,,0.658066242
2008,Funding research and development,,,,,Higher Education,,0.017322046
2008,Funding research and development,,,,,Private Non-Profit,,0.07128908
2008,Funding research and development,,,,,Overseas,,0.262346102
2009,Funding research and development,,,,,,,1.529389372
2009,Funding research and development,,,,,Government,,0.175361867
2009,Funding research and development,,,,,Research Councils,,0.173512184
2009,Funding research and development,,,,,Higher Education Funding Councils,,0.142902916
2009,Funding research and development,,,,,Business Enterprise,,0.677938594
2009,Funding research and development,,,,,Higher Education,,0.018735497
2009,Funding research and development,,,,,Private Non-Profit,,0.076314334
2009,Funding research and development,,,,,Overseas,,0.264683648
2010,Funding research and development,,,,,,,1.535646141
2010,Funding research and development,,,,,Government,,0.178600346
2010,Funding research and development,,,,,Research Councils,,0.173554475
2010,Funding research and development,,,,,Higher Education Funding Councils,,0.135123718
2010,Funding research and development,,,,,Business Enterprise,,0.671394139
2010,Funding research and development,,,,,Higher Education,,0.018481967
2010,Funding research and development,,,,,Private Non-Profit,,0.07433858
2010,Funding research and development,,,,,Overseas,,0.284094243
2011,Funding research and development,,,,,,,1.587627471
2011,Funding research and development,,,,,Government,,0.174770881
2011,Funding research and development,,,,,Research Councils,,0.170144252
2011,Funding research and development,,,,,Higher Education Funding Councils,,0.130528748
2011,Funding research and development,,,,,Business Enterprise,,0.7178792
2011,Funding research and development,,,,,Higher Education,,0.020414997
2011,Funding research and development,,,,,Private Non-Profit,,0.074777878
2011,Funding research and development,,,,,Overseas,,0.299111514
2012,Funding research and development,,,,,,,1.553339078
2012,Funding research and development,,,,,Government,,0.167147651
2012,Funding research and development,,,,,Research Councils,,0.151931687
2012,Funding research and development,,,,,Higher Education Funding Councils,,0.124520156
2012,Funding research and development,,,,,Business Enterprise,,0.71942446
2012,Funding research and development,,,,,Higher Education,,0.019661077
2012,Funding research and development,,,,,Private Non-Profit,,0.074997037
2012,Funding research and development,,,,,Overseas,,0.295657011
2013,Funding research and development,,,,,,,1.620270836
2013,Funding research and development,,,,,Government,,0.203378473
2013,Funding research and development,,,,,Research Councils,,0.16149658
2013,Funding research and development,,,,,Higher Education Funding Councils,,0.12653916
2013,Funding research and development,,,,,Business Enterprise,,0.734720089
2013,Funding research and development,,,,,Higher Education,,0.020605891
2013,Funding research and development,,,,,Private Non-Profit,,0.076727628
2013,Funding research and development,,,,,Overseas,,0.296858858
2014,Funding research and development,,,,,,,1.648004491
2014,Funding research and development,,,,,Government,,0.196050381
2014,Funding research and development,,,,,Research Councils,,0.15985313
2014,Funding research and development,,,,,Higher Education Funding Councils,,0.124089379
2014,Funding research and development,,,,,Business Enterprise,,0.770600463
2014,Funding research and development,,,,,Higher Education,,0.020970563
2014,Funding research and development,,,,,Private Non-Profit,,0.077271378
2014,Funding research and development,,,,,Overseas,,0.299223385
2015,Funding research and development,,,,,,,1.674452293
2015,Funding research and development,,,,,Government,,0.191874252
2015,Funding research and development,,,,,Research Councils,,0.153965322
2015,Funding research and development,,,,,Higher Education Funding Councils,,0.117432972
2015,Funding research and development,,,,,Business Enterprise,,0.819807099
2015,Funding research and development,,,,,Higher Education,,0.022925373
2015,Funding research and development,,,,,Private Non-Profit,,0.082224259
2015,Funding research and development,,,,,Overseas,,0.286223016
2005,Funding research and development,,,,,,UK Government,0.065696201
2005,Funding research and development,,,,,,Overseas total,0.213855752
2005,Funding research and development,,,,,,European Commission grants,0.004355879
2005,Funding research and development,,,,,,Other Overseas,0.209559543
2005,Funding research and development,,,,,,Other UK Business,0.075899698
2005,Funding research and development,,,,,,Own funds,0.463930936
2005,Funding research and development,,,,,,Other,0.000119339
2006,Funding research and development,,,,,,UK Government,0.061733608
2006,Funding research and development,,,,,,Overseas total,0.189976442
2006,Funding research and development,,,,,,European Commission grants,0.002387809
2006,Funding research and development,,,,,,Other Overseas,0.187588633
2006,Funding research and development,,,,,,Other UK Business,0.067266337
2006,Funding research and development,,,,,,Own funds,0.504643124
2006,Funding research and development,,,,,,Other,0.000116479
2007,Funding research and development,,,,,,UK Government,0.060995004
2007,Funding research and development,,,,,,Overseas total,0.206882308
2007,Funding research and development,,,,,,European Commission grants,0.001536255
2007,Funding research and development,,,,,,Other Overseas,0.205346053
2007,Funding research and development,,,,,,Other UK Business,0.056556934
2007,Funding research and development,,,,,,Own funds,0.566650413
2007,Funding research and development,,,,,,Other,0.000853475
2008,Funding research and development,,,,,,UK Government,0.064886212
2008,Funding research and development,,,,,,Overseas total,0.212723872
2008,Funding research and development,,,,,,European Commission grants,0.002686918
2008,Funding research and development,,,,,,Other Overseas,0.210036954
2008,Funding research and development,,,,,,Other UK Business,0.049450725
2008,Funding research and development,,,,,,Own funds,0.576601174
2008,Funding research and development,,,,,,Other,0.000400179
2009,Funding research and development,,,,,,UK Government,0.078999357
2009,Funding research and development,,,,,,Overseas total,0.206329137
2009,Funding research and development,,,,,,European Commission grants,0.002804358
2009,Funding research and development,,,,,,Other Overseas,0.203524779
2009,Funding research and development,,,,,,Other UK Business,0.041647697
2009,Funding research and development,,,,,,Own funds,0.599476241
2009,Funding research and development,,,,,,Other,0.000238669
2010,Funding research and development,,,,,,UK Government,0.082552788
2010,Funding research and development,,,,,,Overseas total,0.222311666
2010,Funding research and development,,,,,,European Commission grants,0.003637721
2010,Funding research and development,,,,,,Other Overseas,0.218673945
2010,Funding research and development,,,,,,Other UK Business,0.042127151
2010,Funding research and development,,,,,,Own funds,0.594297932
2010,Funding research and development,,,,,,Other,0.000176019
2011,Funding research and development,,,,,,UK Government,0.087501106
2011,Funding research and development,,,,,,Overseas total,0.227803607
2011,Funding research and development,,,,,,European Commission grants,0.003180807
2011,Funding research and development,,,,,,Other Overseas,0.2246228
2011,Funding research and development,,,,,,Other UK Business,0.034410547
2011,Funding research and development,,,,,,Own funds,0.652528076
2011,Funding research and development,,,,,,Other,0.007055608
2012,Funding research and development,,,,,,UK Government,0.08149374
2012,Funding research and development,,,,,,Overseas total,0.219406224
2012,Funding research and development,,,,,,European Commission grants,0.003134375
2012,Funding research and development,,,,,,Other Overseas,0.216328838
2012,Funding research and development,,,,,,Other UK Business,0.019604089
2012,Funding research and development,,,,,,Own funds,0.666539012
2012,Funding research and development,,,,,,Other,0.005014999
2013,Funding research and development,,,,,,UK Government,0.103196985
2013,Funding research and development,,,,,,Overseas total,0.217283261
2013,Funding research and development,,,,,,European Commission grants,0.003629764
2013,Funding research and development,,,,,,Other Overseas,0.213653497
2013,Funding research and development,,,,,,Other UK Business,0.020326679
2013,Funding research and development,,,,,,Own funds,0.692838196
2013,Funding research and development,,,,,,Other,0.00597515
2014,Funding research and development,,,,,,UK Government,0.102197628
2014,Funding research and development,,,,,,Overseas total,0.220055445
2014,Funding research and development,,,,,,European Commission grants,0.003468
2014,Funding research and development,,,,,,Other Overseas,0.216533257
2014,Funding research and development,,,,,,Other UK Business,0.021187313
2014,Funding research and development,,,,,,Own funds,0.732344086
2014,Funding research and development,,,,,,Other,0.006990188
2015,Funding research and development,,,,,,UK Government,0.09636069
2015,Funding research and development,,,,,,Overseas total,0.201457376
2015,Funding research and development,,,,,,European Commission grants,0.003547344
2015,Funding research and development,,,,,,Other Overseas,0.197857087
2015,Funding research and development,,,,,,Other UK Business,0.020331047
2015,Funding research and development,,,,,,Own funds,0.784492494
2015,Funding research and development,,,,,,Other,0.011224432
2016,Funding research and development,,,,,,UK Government,0.090063933
2016,Funding research and development,,,,,,Overseas total,0.181166666
2016,Funding research and development,,,,,,European Commission grants,0.005090118
2016,Funding research and development,,,,,,Other Overseas,0.176076547
2016,Funding research and development,,,,,,Other UK Business,0.027164612
2016,Funding research and development,,,,,,Own funds,0.842414607
2016,Funding research and development,,,,,,Other,0.013452456
